retailer_id,store_id,shipment_id,shipped_dttm,refund_id,refund_created_dttm,return_reason,return_kind,goods_sum,cogs_sum,retailer_sku,product_sku,master_category,parent_category,item_return_quantity,item_price,total_item_price,total_item_return_sum,total_item_sum,marking_system,order_state
1,176,14466106674123616063,2022-11-08T13:40:02,495277,2022-11-08T13:56:38,Недовоз,part,2203.22,1969.55,471112,26316388,"Хлопья, мюсли, каши, сухие завтраки",Бакалея,1.0,53.91,53.91,53.91,53.91,,complete
1,176,14466106674123616063,2022-11-08T13:40:02,495277,2022-11-08T13:56:38,Недовоз,part,2203.22,1969.55,469226,11071,Все для выпечки и десертов,Бакалея,10.0,4.9,4.9,49.0,49.0,,complete
15,304,5587562131508950740,2022-12-04T09:32:30,618989,2022-12-04T13:34:21,Качество товара,part,2785.88,2801.33,11059,17678981,Машинки для стрижки волос,Красота и здоровье,1.0,599.0,599.0,599.0,1198.0,,complete
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,303236,157431,"Пельмени, манты, вареники",Готовые блюда и полуфабрикаты,1.0,159.0,159.0,159.0,159.0,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,646650,15166470,Средства для ванных комнат и туалета,Чистящие и моющие средства,1.0,22.99,22.99,22.99,22.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,63123,387075,Полуфабрикаты из мяса и птицы,Мясо и птица,0.506,225.0,113.85,113.85,113.85,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,419456,88408,Сосиски и сардельки,Колбасные изделия и мясные деликатесы,1.0,123.41,123.41,123.41,123.41,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,750903,880892,Полуфабрикаты из мяса и птицы,Мясо и птица,1.0,151.99,151.99,151.99,151.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,21522,44764,"Крупы, бобы",Бакалея,1.0,91.99,91.99,91.99,91.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,364560,15567751,Полуфабрикаты из мяса и птицы,Мясо и птица,1.0,129.9,129.9,129.9,129.9,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,861904,115509,Колбасы,Колбасные изделия и мясные деликатесы,1.0,119.0,119.0,119.0,119.0,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,262929,32725970,Сахар и сахарозаменители,Бакалея,1.0,64.9,64.9,64.9,64.9,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,378441,210205,Сливочное масло и маргарин,"Молочные продукты, яйца",1.0,60.99,60.99,60.99,60.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,776054,120776,Средства для мытья посуды,Чистящие и моющие средства,1.0,75.91,75.91,75.91,75.91,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,96049,677644,Чай,"Чай, кофе, какао",2.0,58.42,58.42,116.84,116.84,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,543961,17890681,Макаронные изделия и паста,Бакалея,2.0,23.98,23.98,47.96,47.96,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,343559,885357,Мыло,Тело,1.0,29.9,29.9,29.9,29.9,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,460028,19280129,Растительные масла,Бакалея,1.0,94.49,94.49,94.49,94.49,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,174759,119932,Мыло,Тело,2.0,39.99,39.99,79.98,79.98,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,794471,15166535,"Крупы, бобы",Бакалея,1.0,65.49,65.49,65.49,65.49,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,110685,95048,"Веники, метлы",Товары для уборки,1.0,197.99,197.99,197.99,197.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,304984,413913,Сосиски и сардельки,Колбасные изделия и мясные деликатесы,0.502,275.0,138.05,138.05,138.05,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,357036,15166215,Средства для ванных комнат и туалета,Чистящие и моющие средства,1.0,72.99,72.99,72.99,72.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,1584,21047533,"Швабры, насадки",Товары для уборки,1.0,229.99,229.99,229.99,229.99,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,520633,131055,Колбасы,Колбасные изделия и мясные деликатесы,2.0,99.9,99.9,199.8,199.8,,canceled
15,282,12737478758672076399,,472580,2022-11-01T19:24:54,Отмена заказа,full,2435.37,2451.99,543952,17890680,Макаронные изделия и паста,Бакалея,2.0,23.98,23.98,47.96,47.96,,canceled
8,141,15630088203726433176,2022-11-17T11:55:47,531233,2022-11-17T12:15:51,Недовоз,part,1878.62,1446.77,190716,195593,Йогурты,"Молочные продукты, яйца",1.0,94.9,94.9,94.9,94.9,"{mercury,chestny_znak}",complete
24,768,17575353091068937594,2022-12-15T13:17:11,690518,2022-12-15T13:37:42,Качество товара,part,2272.67,2124.94,456108,57145,"Блины, оладьи, сырники",Готовые блюда и полуфабрикаты,1.0,45.99,45.99,45.99,183.96,,complete
24,768,17575353091068937594,2022-12-15T13:17:11,690484,2022-12-15T13:32:12,Другой товар,part,2272.67,2124.94,933414,18079723,"Хлопья, мюсли, каши, сухие завтраки",Бакалея,1.0,79.99,79.99,79.99,79.99,,complete
122,11498,4110224509241732060,2022-09-11T09:04:23,336413,2022-09-11T09:16:28,Качество товара,part,565.05,559.49,9072651201,15064213,Свежие овощи,"Овощи, зелень, грибы",1.018,24.0,24.43,24.43,24.43,,complete
122,11498,4110224509241732060,2022-09-11T09:04:23,336413,2022-09-11T09:16:28,Качество товара,part,565.05,559.49,1444000068,16072521,Свежие ягоды,Фрукты и ягоды,0.782,135.0,105.57,105.57,105.57,,complete
122,11498,4110224509241732060,2022-09-11T09:04:23,336413,2022-09-11T09:16:28,Качество товара,part,565.05,559.49,3412100005,15092028,Свежие ягоды,Фрукты и ягоды,0.466,98.33,45.82,45.82,45.82,,complete
122,6813,15363730386527410737,2022-09-19T05:21:31,354007,2022-09-19T10:24:32,Другой товар,part,1897.26,1952.71,1000131724,15099777,Полуфабрикаты из мяса и птицы,Мясо и птица,2.0,76.0,76.0,152.0,152.0,,complete
8,214,1651551139023105196,2023-04-24T11:14:25,1509406,2023-04-24T11:26:44,Другой товар,part,2432.22,2388.0,440607,15074182,Колбасы,Колбасные изделия и мясные деликатесы,1.0,132.99,132.99,132.99,132.99,{mercury},complete
148,6428,10975996229573085220,2022-12-28T08:35:20,769551,2022-12-28T08:43:05,Качество товара,part,1188.0,,223740,17797536,"Линзы, уход за контактными линзами",Оптика,1.0,370.0,370.0,370.0,740.0,,complete
8,724,643425071249071451,2022-11-11T16:57:09,507222,2022-11-11T20:56:03,Недовоз,part,3815.38,2599.6,122840,74301,Яйца,"Молочные продукты, яйца",1.0,180.02,180.02,180.02,360.04,{mercury},complete
107,14494,10914212702568410625,2022-10-22T12:04:16,441374,2022-10-22T12:38:17,Недовоз,part,813.0,773.5,550465,16624906,Мыло,Тело,1.0,39.5,39.5,39.5,79.0,,complete
1,12,14666528170514025682,2024-04-19T14:07:29,5268790,2024-04-20T11:43:21,Не тот размер/цвет/упаковка/вкус,part,14831.55,12827.8,657055,122264,Творог и творожная масса,"Молочные продукты, яйца",10.0,87.9,87.9,879.0,879.0,"{mercury,chestny_znak_b2b,chestny_znak}",complete
15,177,14660514139164837817,2022-09-19T17:49:23,355223,2022-09-19T18:01:43,Качество товара,part,4809.11,4818.76,955503,19462121,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",1.02,229.99,234.59,234.59,234.59,,complete
1,11,18055687338727392486,2022-09-15T17:55:00,359747,2022-09-21T23:48:55,Качество товара,part,8586.63,7370.03,544006,138514,Свежие фрукты,Фрукты и ягоды,1.0,139.9,252.1,252.1,252.1,,complete
1,11,18055687338727392486,2022-09-15T17:55:00,359747,2022-09-21T23:48:55,Качество товара,part,8586.63,7370.03,104664,25404434,"Зелень, салаты, смеси","Овощи, зелень, грибы",1.0,169.91,169.91,169.91,169.91,,complete
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,425746,30419,Молочные коктейли и напитки,"Молочные продукты, яйца",1.0,109.9,109.9,109.9,109.9,{chestny_znak},canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,166505,109157,Сметана,"Молочные продукты, яйца",1.0,77.99,77.99,77.99,77.99,"{mercury,chestny_znak}",canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,258120,99733,Творог и творожная масса,"Молочные продукты, яйца",1.0,69.9,69.9,69.9,69.9,"{mercury,chestny_znak}",canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,157516,20071468,Мясо птицы,Мясо и птица,1.0,229.99,231.37,231.37,231.37,,canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,514701,16397710,Молоко,"Молочные продукты, яйца",1.0,129.9,129.9,129.9,129.9,"{mercury,chestny_znak}",canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,691675,87229,Мороженое,"Молочные продукты, яйца",2.0,119.9,119.9,239.8,239.8,"{mercury,chestny_znak}",canceled
84,12964,691783932144381880,,3233798,2023-11-21T14:48:20,Отмена заказа,full,893.76,,80941,402819,Сливочное масло и маргарин,"Молочные продукты, яйца",1.0,34.9,34.9,34.9,34.9,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,665070,21197514,Для губ,Макияж,1.0,68.96,68.96,68.96,68.96,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,511733,101143,Специи и пряности,"Соусы, специи и приправы",2.0,54.99,54.99,109.98,109.98,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,200629,38866,Гели для душа,Тело,1.0,235.99,235.99,235.99,235.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,664666,15008581,Для ухода за кожей,Красота и здоровье,1.0,172.17,172.17,172.17,172.17,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,562600,81923,Для ухода за кожей,Красота и здоровье,1.0,89.99,89.99,89.99,89.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,698177,406628,Для ухода за кожей,Красота и здоровье,1.0,39.99,39.99,39.99,39.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,253794,462868,Для губ,Макияж,1.0,56.15,56.15,56.15,56.15,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,179605,41378,Для ухода за кожей,Красота и здоровье,1.0,94.99,94.99,94.99,94.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,663521,307674,Для ухода за кожей,Красота и здоровье,1.0,108.53,108.53,108.53,108.53,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,259638,40682,Прокладки и тампоны,Личная гигиена,1.0,129.99,129.99,129.99,129.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,557524,1141391,"Готовые смеси для выпечки, десертов, напитков",Бакалея,2.0,74.99,74.99,149.98,149.98,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,476546,221259,Батарейки,Электропитание и освещение,1.0,369.99,369.99,369.99,369.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,698180,406625,Для ухода за кожей,Красота и здоровье,1.0,39.99,39.99,39.99,39.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,698185,334131,Для ухода за кожей,Красота и здоровье,2.0,39.99,39.99,79.98,79.98,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,662980,23694021,Батарейки,Электропитание и освещение,1.0,159.99,159.99,159.99,159.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,381758,100169,Батарейки,Электропитание и освещение,1.0,349.99,349.99,349.99,349.99,,canceled
8,414,5289823349511553002,,,2024-01-08T04:01:00,Отмена заказа,full,2389.54,2100.32,272960,22472204,Специи и пряности,"Соусы, специи и приправы",2.0,66.44,66.44,132.88,132.88,,canceled
8,162,2227869908935569952,2022-12-12T11:24:35,671940,2022-12-12T13:02:16,Качество товара,part,3124.48,2780.68,364228,355991,Грибы,"Овощи, зелень, грибы",0.96,241.79,232.12,232.12,232.12,,complete
8,162,2227869908935569952,2022-12-12T11:24:35,671940,2022-12-12T13:02:16,Качество товара,part,3124.48,2780.68,301592,70276,Свежие ягоды,Фрукты и ягоды,0.5,169.99,85.0,85.0,85.0,,complete
8,162,2227869908935569952,2022-12-12T11:24:35,671940,2022-12-12T13:02:16,Качество товара,part,3124.48,2780.68,303639,68358,Свежие овощи,"Овощи, зелень, грибы",1.006,23.08,23.22,23.22,23.22,,complete
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,470372,92487,Свежие фрукты,Фрукты и ягоды,1.06,98.1,103.99,103.99,103.99,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,104562,1110443,Наполнители,Товары для животных,1.0,90.9,90.9,90.9,90.9,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,103266,921255,Корма для животных,Товары для животных,1.0,199.0,199.0,199.0,199.0,{mercury},canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,644617,60900,Свежие фрукты,Фрукты и ягоды,0.51,71.9,36.67,36.67,36.67,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,469213,94396,Все для выпечки и десертов,Бакалея,2.0,12.59,12.59,25.18,25.18,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,469226,11071,Все для выпечки и десертов,Бакалея,2.0,4.9,4.9,9.8,9.8,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,537820,850259,Творог и творожная масса,"Молочные продукты, яйца",2.0,35.54,35.54,71.08,71.08,{mercury},canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,396285,19767,Молоко,"Молочные продукты, яйца",2.0,71.01,71.01,142.02,142.02,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,353290,776342,Сливочное масло и маргарин,"Молочные продукты, яйца",1.0,164.7,164.7,164.7,164.7,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,117353,15241901,Свежие фрукты,Фрукты и ягоды,1.08,74.9,80.89,80.89,80.89,,canceled
1,155,14437290956994251778,,476428,2022-11-03T09:38:48,Отмена заказа,full,1454.33,1289.33,650351,239990,Сыры,Сыры,1.0,530.1,530.1,530.1,530.1,"{mercury,chestny_znak_b2b,chestny_znak}",canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,318830,119082,"Пельмени, манты, вареники",Готовые блюда и полуфабрикаты,2.0,399.0,399.0,798.0,798.0,{mercury},canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,119887,1164686,Зубные пасты и ополаскиватели,Личная гигиена,2.0,179.0,179.0,358.0,358.0,,canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,495225,39939,Зубные пасты и ополаскиватели,Личная гигиена,2.0,179.0,179.0,358.0,358.0,,canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,278872,17725,Зубные пасты и ополаскиватели,Личная гигиена,2.0,189.0,189.0,378.0,378.0,,canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,278870,17724,Зубные пасты и ополаскиватели,Личная гигиена,2.0,189.0,189.0,378.0,378.0,,canceled
1,126,2700371693845838151,,,2023-04-29T09:42:42,Отмена заказа,full,2419.0,2081.24,596036,61615,Средства для мытья полов и стен,Чистящие и моющие средства,1.0,149.0,149.0,149.0,149.0,,canceled
8,143,8965344042847108171,2023-01-24T18:13:01,968348,2023-02-03T12:31:13,Качество товара,part,4024.86,3406.38,628745,17156813,Фены,Красота и здоровье,1.0,2399.89,2399.89,2399.89,2399.89,,complete
8,695,3955209464349422399,,,2024-01-02T11:49:16,Отмена заказа,full,2187.93,1969.13,488223,137232,Средства для мытья посуды,Чистящие и моющие средства,1.0,199.99,199.99,199.99,199.99,,canceled
8,695,3955209464349422399,,,2024-01-02T11:49:16,Отмена заказа,full,2187.93,1969.13,570463,1625651,"Кондиционеры, ополаскиватели для белья",Стирка и уход за одеждой,1.0,319.99,319.99,319.99,319.99,,canceled
8,695,3955209464349422399,,,2024-01-02T11:49:16,Отмена заказа,full,2187.93,1969.13,423793,15008844,Мясо,Мясо и птица,2.025,319.99,647.98,647.98,647.98,{mercury},canceled
8,695,3955209464349422399,,,2024-01-02T11:49:16,Отмена заказа,full,2187.93,1969.13,112601,86453,Сливочное масло и маргарин,"Молочные продукты, яйца",2.0,109.99,109.99,219.98,219.98,"{mercury,chestny_znak}",canceled
8,695,3955209464349422399,,,2024-01-02T11:49:16,Отмена заказа,full,2187.93,1969.13,507641,219681,Средства для мытья посуды,Чистящие и моющие средства,1.0,799.99,799.99,799.99,799.99,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,353775,15293397,Йогурты,"Молочные продукты, яйца",2.0,30.64,30.64,61.28,61.28,"{mercury,chestny_znak}",canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,354392,74100,Сыры,Сыры,1.0,148.11,148.11,148.11,148.11,"{mercury,chestny_znak}",canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,568144,16482278,Йогурты,"Молочные продукты, яйца",2.0,49.99,49.99,99.98,99.98,"{mercury,chestny_znak}",canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,626909,113335,"Хлеб, тосты, лаваш",Хлеб и выпечка,1.0,102.13,102.13,102.13,102.13,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,556789,1126556,"Детские пюре, фрикадельки",Детское питание,1.0,41.99,41.99,41.99,41.99,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,262566,1378199,Полуфабрикаты из мяса и птицы,Мясо и птица,0.532,329.99,175.55,175.55,175.55,{mercury},canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,556760,415591,"Детские пюре, фрикадельки",Детское питание,1.0,41.99,41.99,41.99,41.99,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,564290,1498039,Полуфабрикаты из рыбы и морепродуктов,Рыба и морепродукты,1.0,204.18,204.18,204.18,204.18,{mercury},canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,636059,19859092,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",2.0,51.11,51.11,102.22,102.22,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,280431,55786,Творог и творожная масса,"Молочные продукты, яйца",1.0,69.54,69.54,69.54,69.54,"{mercury,chestny_znak}",canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,460439,105788,Йогурты,"Молочные продукты, яйца",2.0,26.99,26.99,53.98,53.98,"{mercury,chestny_znak}",canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,298146,34728,"Печенье, пряники, вафли",Сладости,1.0,87.87,87.87,87.87,87.87,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,375225,68692,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",1.0,138.59,138.59,138.59,138.59,,canceled
8,448,13561384183204720802,,1743562,2023-05-30T09:25:20,Отмена заказа,full,1691.35,1445.76,129801,158535,Мясо птицы,Мясо и птица,1.0,367.62,363.94,363.94,363.94,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,171041,56910,"Блины, оладьи, сырники",Готовые блюда и полуфабрикаты,2.0,80.69,80.69,161.38,161.38,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,305270,218669,Свежие фрукты,Фрукты и ягоды,1.0,135.79,67.9,67.9,67.9,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,390206,87110,Мука,Бакалея,1.0,70.59,70.59,70.59,70.59,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,305157,22105338,"Печенье, пряники, вафли",Сладости,1.0,87.39,87.39,87.39,87.39,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,528595,356108,Сыры,Сыры,1.0,136.89,136.89,136.89,136.89,"{mercury,chestny_znak}",canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,341378,19460172,Мясные деликатесы и копчености,Колбасные изделия и мясные деликатесы,1.0,129.99,129.99,129.99,129.99,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,603007,15922317,Йогурты,"Молочные продукты, яйца",2.0,37.79,37.79,75.58,75.58,"{mercury,chestny_znak}",canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,351703,1381283,"Хлеб, тосты, лаваш",Хлеб и выпечка,1.0,53.49,53.49,53.49,53.49,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,436914,327246,Сметана,"Молочные продукты, яйца",1.0,93.69,93.69,93.69,93.69,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,11187,70022,Свежие овощи,"Овощи, зелень, грибы",1.0,319.59,31.96,31.96,31.96,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,495323,17308672,"Пельмени, манты, вареники",Готовые блюда и полуфабрикаты,1.0,123.99,123.99,123.99,123.99,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,477557,640130,Газированные напитки,Безалкогольные напитки и соки,1.0,157.89,157.89,157.89,157.89,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,11230,10712,Свежие фрукты,Фрукты и ягоды,1.0,113.69,113.69,113.69,113.69,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,121261,792792,Яйца,"Молочные продукты, яйца",1.0,102.99,102.99,102.99,102.99,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,339581,355902,Овощные консервы и соленья,Консервированные продукты,1.0,131.49,131.49,131.49,131.49,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,506862,377291,"Мармелад, зефир, пастила",Сладости,1.0,43.19,43.19,43.19,43.19,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,442051,49630,Растительные масла,Бакалея,1.0,126.39,126.39,126.39,126.39,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,122987,66440,Конфеты и сладкие подарочные наборы,Сладости,1.0,489.49,97.9,97.9,97.9,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,338799,1312993,Варенье и джем,Сладости,1.0,89.99,89.99,89.99,89.99,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,391850,284856,Сосиски и сардельки,Колбасные изделия и мясные деликатесы,1.0,252.59,252.59,252.59,252.59,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,514926,266682,Паштеты,Колбасные изделия и мясные деликатесы,1.0,49.99,49.99,49.99,49.99,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,299871,218693,Свежие фрукты,Фрукты и ягоды,2.0,105.29,52.65,105.3,105.3,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,359037,198842,"Овощные полуфабрикаты, смеси","Овощи, зелень, грибы",2.0,79.99,79.99,159.98,159.98,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,457972,139119,Рыба,Рыба и морепродукты,1.0,289.99,289.99,289.99,289.99,{mercury},canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,16517,15237037,Чай,"Чай, кофе, какао",1.0,272.59,272.59,272.59,272.59,,canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,556200,931013,Сыры,Сыры,1.0,149.99,149.99,149.99,149.99,"{mercury,chestny_znak}",canceled
8,353,3637797648346260478,,,2023-03-28T05:09:43,Отмена заказа,full,5362.5,4290.35,146973,10176,Молоко,"Молочные продукты, яйца",2.0,69.89,69.89,139.78,139.78,"{mercury,chestny_znak}",canceled
